Competência;Uf;Ibge;Municipio;Unidade de Saúde - CNES;Tipo Unidade;Desc Unidade;De 1 a 3 atendimentos;De 4 a 5 atendimentos;6 ou mais atendimentos
201804;DF;530010;BRASÍLIA;3286932;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
202104;DF;530010;BRASÍLIA;7368895;02;CENTRO DE SAUDE/UNIDADE BASICA;10;2;0
202208;DF;530010;BRASÍLIA;6770665;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202206;DF;530010;BRASÍLIA;9572511;02;CENTRO DE SAUDE/UNIDADE BASICA;5;4;5
201903;DF;530010;BRASÍLIA;7299877;02;CENTRO DE SAUDE/UNIDADE BASICA;25;4;1
201905;DF;530010;BRASÍLIA;9572511;02;CENTRO DE SAUDE/UNIDADE BASICA;12;3;1
201905;DF;530010;BRASÍLIA;0010782;02;CENTRO DE SAUDE/UNIDADE BASICA;25;4;2
201907;DF;530010;BRASÍLIA;0011274;02;CENTRO DE SAUDE/UNIDADE BASICA;28;0;0
202104;DF;530010;BRASÍLIA;7347715;02;CENTRO DE SAUDE/UNIDADE BASICA;33;1;1
202104;DF;530010;BRASÍLIA;0011215;02;CENTRO DE SAUDE/UNIDADE BASICA;17;0;0
202103;DF;530010;BRASÍLIA;5050340;02;CENTRO DE SAUDE/UNIDADE BASICA;14;2;1
202103;DF;530010;BRASÍLIA;0010723;02;CENTRO DE SAUDE/UNIDADE BASICA;12;4;0
202103;DF;530010;BRASÍLIA;0010898;02;CENTRO DE SAUDE/UNIDADE BASICA;8;1;1
202103;DF;530010;BRASÍLIA;0010650;02;CENTRO DE SAUDE/UNIDADE BASICA;7;2;0
202203;DF;530010;BRASÍLIA;9572481;02;CENTRO DE SAUDE/UNIDADE BASICA;19;3;1
201910;DF;530010;BRASÍLIA;0010723;02;CENTRO DE SAUDE/UNIDADE BASICA;10;0;0
201910;DF;530010;BRASÍLIA;7108923;02;CENTRO DE SAUDE/UNIDADE BASICA;11;2;0
202008;DF;530010;BRASÍLIA;6921736;02;CENTRO DE SAUDE/UNIDADE BASICA;19;2;1
201912;DF;530010;BRASÍLIA;7053754;02;CENTRO DE SAUDE/UNIDADE BASICA;5;1;0
202103;DF;530010;BRASÍLIA;9647597;02;CENTRO DE SAUDE/UNIDADE BASICA;11;1;0
202104;DF;530010;BRASÍLIA;0011223;02;CENTRO DE SAUDE/UNIDADE BASICA;8;1;0
202103;DF;530010;BRASÍLIA;9475931;02;CENTRO DE SAUDE/UNIDADE BASICA;34;2;0
202103;DF;530010;BRASÍLIA;2617269;02;CENTRO DE SAUDE/UNIDADE BASICA;18;1;0
202011;DF;530010;BRASÍLIA;0010685;02;CENTRO DE SAUDE/UNIDADE BASICA;8;2;0
202005;DF;530010;BRASÍLIA;3212017;02;CENTRO DE SAUDE/UNIDADE BASICA;9;0;0
201905;DF;530010;BRASÍLIA;0010987;02;CENTRO DE SAUDE/UNIDADE BASICA;13;4;2
201812;DF;530010;BRASÍLIA;7368895;02;CENTRO DE SAUDE/UNIDADE BASICA;22;2;0
202008;DF;530010;BRASÍLIA;0011215;02;CENTRO DE SAUDE/UNIDADE BASICA;18;0;0
201906;DF;530010;BRASÍLIA;9647597;02;CENTRO DE SAUDE/UNIDADE BASICA;17;0;0
202206;DF;530010;BRASÍLIA;2804360;02;CENTRO DE SAUDE/UNIDADE BASICA;11;4;0
202106;DF;530010;BRASÍLIA;3144623;02;CENTRO DE SAUDE/UNIDADE BASICA;1;2;0
202005;DF;530010;BRASÍLIA;6770681;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201902;DF;530010;BRASÍLIA;3742857;02;CENTRO DE SAUDE/UNIDADE BASICA;8;1;0
202101;DF;530010;BRASÍLIA;3742822;02;CENTRO DE SAUDE/UNIDADE BASICA;7;1;0
202102;DF;530010;BRASÍLIA;9643338;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;1
201909;DF;530010;BRASÍLIA;7299877;02;CENTRO DE SAUDE/UNIDADE BASICA;11;5;0
201804;DF;530010;BRASÍLIA;0010723;02;CENTRO DE SAUDE/UNIDADE BASICA;19;2;0
202208;DF;530010;BRASÍLIA;3144631;02;CENTRO DE SAUDE/UNIDADE BASICA;2;2;6
202109;DF;530010;BRASÍLIA;9566988;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;2
201808;DF;530010;BRASÍLIA;3144607;02;CENTRO DE SAUDE/UNIDADE BASICA;22;2;0
202110;DF;530010;BRASÍLIA;3254887;02;CENTRO DE SAUDE/UNIDADE BASICA;9;3;0
202110;DF;530010;BRASÍLIA;0011177;02;CENTRO DE SAUDE/UNIDADE BASICA;13;7;1
202110;DF;530010;BRASÍLIA;0011258;02;CENTRO DE SAUDE/UNIDADE BASICA;18;6;2
202012;DF;530010;BRASÍLIA;7041594;02;CENTRO DE SAUDE/UNIDADE BASICA;2;2;2
202108;DF;530010;BRASÍLIA;9475931;02;CENTRO DE SAUDE/UNIDADE BASICA;26;1;1
202109;DF;530010;BRASÍLIA;0011592;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201805;DF;530010;BRASÍLIA;0010898;02;CENTRO DE SAUDE/UNIDADE BASICA;13;0;0
201806;DF;530010;BRASÍLIA;7108923;02;CENTRO DE SAUDE/UNIDADE BASICA;17;6;4
201902;DF;530010;BRASÍLIA;0010960;02;CENTRO DE SAUDE/UNIDADE BASICA;22;0;0
202101;DF;530010;BRASÍLIA;6770665;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201808;DF;530010;BRASÍLIA;0011126;02;CENTRO DE SAUDE/UNIDADE BASICA;12;2;0
201904;DF;530010;BRASÍLIA;5050359;02;CENTRO DE SAUDE/UNIDADE BASICA;8;3;1
201912;DF;530010;BRASÍLIA;0011231;02;CENTRO DE SAUDE/UNIDADE BASICA;6;1;0
202005;DF;530010;BRASÍLIA;2617358;02;CENTRO DE SAUDE/UNIDADE BASICA;13;0;0
201901;DF;530010;BRASÍLIA;3781437;02;CENTRO DE SAUDE/UNIDADE BASICA;7;2;4
202009;DF;530010;BRASÍLIA;9571280;02;CENTRO DE SAUDE/UNIDADE BASICA;3;2;0
202012;DF;530010;BRASÍLIA;3144593;02;CENTRO DE SAUDE/UNIDADE BASICA;4;1;0
202102;DF;530010;BRASÍLIA;9543945;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202008;DF;530010;BRASÍLIA;3742873;02;CENTRO DE SAUDE/UNIDADE BASICA;9;1;6
202011;DF;530010;BRASÍLIA;0011681;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;0
202006;DF;530010;BRASÍLIA;2804360;02;CENTRO DE SAUDE/UNIDADE BASICA;10;0;1
202003;DF;530010;BRASÍLIA;6662358;02;CENTRO DE SAUDE/UNIDADE BASICA;13;0;0
201808;DF;530010;BRASÍLIA;9480587;02;CENTRO DE SAUDE/UNIDADE BASICA;51;8;2
201901;DF;530010;BRASÍLIA;3742865;02;CENTRO DE SAUDE/UNIDADE BASICA;14;0;0
201910;DF;530010;BRASÍLIA;3144550;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201905;DF;530010;BRASÍLIA;0011061;02;CENTRO DE SAUDE/UNIDADE BASICA;26;5;0
202111;DF;530010;BRASÍLIA;2779374;02;CENTRO DE SAUDE/UNIDADE BASICA;34;1;2
201906;DF;530010;BRASÍLIA;0011177;02;CENTRO DE SAUDE/UNIDADE BASICA;17;0;0
202006;DF;530010;BRASÍLIA;0010774;02;CENTRO DE SAUDE/UNIDADE BASICA;25;1;2
201811;DF;530010;BRASÍLIA;0010928;02;CENTRO DE SAUDE/UNIDADE BASICA;12;3;2
201807;DF;530010;BRASÍLIA;0010669;02;CENTRO DE SAUDE/UNIDADE BASICA;45;3;4
201808;DF;530010;BRASÍLIA;0011029;02;CENTRO DE SAUDE/UNIDADE BASICA;20;2;3
202008;DF;530010;BRASÍLIA;0011126;02;CENTRO DE SAUDE/UNIDADE BASICA;14;1;0
202003;DF;530010;BRASÍLIA;3742873;02;CENTRO DE SAUDE/UNIDADE BASICA;7;5;0
202105;DF;530010;BRASÍLIA;3286932;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202105;DF;530010;BRASÍLIA;0010685;02;CENTRO DE SAUDE/UNIDADE BASICA;19;3;0
202105;DF;530010;BRASÍLIA;0161616;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202105;DF;530010;BRASÍLIA;3144550;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202204;DF;530010;BRASÍLIA;0010839;02;CENTRO DE SAUDE/UNIDADE BASICA;10;1;2
202204;DF;530010;BRASÍLIA;0010642;02;CENTRO DE SAUDE/UNIDADE BASICA;20;1;2
202210;DF;530010;BRASÍLIA;0010707;02;CENTRO DE SAUDE/UNIDADE BASICA;5;3;2
202009;DF;530010;BRASÍLIA;7114397;02;CENTRO DE SAUDE/UNIDADE BASICA;5;2;0
202111;DF;530010;BRASÍLIA;0010650;02;CENTRO DE SAUDE/UNIDADE BASICA;8;2;1
202110;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
202112;DF;530010;BRASÍLIA;3212033;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
202104;DF;530010;BRASÍLIA;2673924;02;CENTRO DE SAUDE/UNIDADE BASICA;9;0;0
202104;DF;530010;BRASÍLIA;0011096;02;CENTRO DE SAUDE/UNIDADE BASICA;3;2;0
202106;DF;530010;BRASÍLIA;9480587;02;CENTRO DE SAUDE/UNIDADE BASICA;8;2;3
202106;DF;530010;BRASÍLIA;0011037;02;CENTRO DE SAUDE/UNIDADE BASICA;13;3;0
202106;DF;530010;BRASÍLIA;0010731;02;CENTRO DE SAUDE/UNIDADE BASICA;7;2;0
201810;DF;530010;BRASÍLIA;0011207;02;CENTRO DE SAUDE/UNIDADE BASICA;27;2;5
201908;DF;530010;BRASÍLIA;0010855;02;CENTRO DE SAUDE/UNIDADE BASICA;16;1;0
202011;DF;530010;BRASÍLIA;7170939;02;CENTRO DE SAUDE/UNIDADE BASICA;11;1;0
201805;DF;530010;BRASÍLIA;5050340;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
201805;DF;530010;BRASÍLIA;3286932;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202007;DF;530010;BRASÍLIA;7075596;02;CENTRO DE SAUDE/UNIDADE BASICA;2;1;0
202209;DF;530010;BRASÍLIA;3144615;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201812;DF;530010;BRASÍLIA;3286959;02;CENTRO DE SAUDE/UNIDADE BASICA;12;0;0
201812;DF;530010;BRASÍLIA;7114397;02;CENTRO DE SAUDE/UNIDADE BASICA;11;2;0
201901;DF;530010;BRASÍLIA;0010952;02;CENTRO DE SAUDE/UNIDADE BASICA;31;6;1
201902;DF;530010;BRASÍLIA;2617358;02;CENTRO DE SAUDE/UNIDADE BASICA;11;0;0
202104;DF;530010;BRASÍLIA;0011150;02;CENTRO DE SAUDE/UNIDADE BASICA;15;2;0
202211;DF;530010;BRASÍLIA;3144577;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
201909;DF;530010;BRASÍLIA;7114397;02;CENTRO DE SAUDE/UNIDADE BASICA;17;2;4
201904;DF;530010;BRASÍLIA;0010677;02;CENTRO DE SAUDE/UNIDADE BASICA;9;2;0
202111;DF;530010;BRASÍLIA;7299877;02;CENTRO DE SAUDE/UNIDADE BASICA;9;2;0
202110;DF;530010;BRASÍLIA;9480587;02;CENTRO DE SAUDE/UNIDADE BASICA;14;4;0
202111;DF;530010;BRASÍLIA;0010758;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
202111;DF;530010;BRASÍLIA;0011207;02;CENTRO DE SAUDE/UNIDADE BASICA;16;0;2
202111;DF;530010;BRASÍLIA;3781437;02;CENTRO DE SAUDE/UNIDADE BASICA;9;0;0
202111;DF;530010;BRASÍLIA;3144577;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
202111;DF;530010;BRASÍLIA;3144615;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201907;DF;530010;BRASÍLIA;0010855;02;CENTRO DE SAUDE/UNIDADE BASICA;6;2;2
201804;DF;530010;BRASÍLIA;3144658;02;CENTRO DE SAUDE/UNIDADE BASICA;1;2;0
202004;DF;530010;BRASÍLIA;7347723;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201903;DF;530010;BRASÍLIA;0010839;02;CENTRO DE SAUDE/UNIDADE BASICA;10;1;2
201807;DF;530010;BRASÍLIA;7368895;02;CENTRO DE SAUDE/UNIDADE BASICA;31;2;0
202008;DF;530010;BRASÍLIA;0010995;02;CENTRO DE SAUDE/UNIDADE BASICA;24;2;3
201812;DF;530010;BRASÍLIA;2804174;02;CENTRO DE SAUDE/UNIDADE BASICA;6;1;0
202004;DF;530010;BRASÍLIA;3144569;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202201;DF;530010;BRASÍLIA;7423489;02;CENTRO DE SAUDE/UNIDADE BASICA;5;1;1
201902;DF;530010;BRASÍLIA;0011185;02;CENTRO DE SAUDE/UNIDADE BASICA;22;0;1
202003;DF;530010;BRASÍLIA;3144577;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202009;DF;530010;BRASÍLIA;9509356;02;CENTRO DE SAUDE/UNIDADE BASICA;13;3;1
202108;DF;530010;BRASÍLIA;0010839;02;CENTRO DE SAUDE/UNIDADE BASICA;7;1;2
202011;DF;530010;BRASÍLIA;2804174;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201901;DF;530010;BRASÍLIA;2804107;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201805;DF;530010;BRASÍLIA;0011622;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
201802;DF;530010;BRASÍLIA;2672227;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;1
201906;DF;530010;BRASÍLIA;7687079;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201909;DF;530010;BRASÍLIA;3212033;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202108;DF;530010;BRASÍLIA;2804360;02;CENTRO DE SAUDE/UNIDADE BASICA;9;0;0
202107;DF;530010;BRASÍLIA;7771479;02;CENTRO DE SAUDE/UNIDADE BASICA;12;2;0
202107;DF;530010;BRASÍLIA;9475931;02;CENTRO DE SAUDE/UNIDADE BASICA;15;0;0
202108;DF;530010;BRASÍLIA;0010669;02;CENTRO DE SAUDE/UNIDADE BASICA;31;2;6
202108;DF;530010;BRASÍLIA;7299877;02;CENTRO DE SAUDE/UNIDADE BASICA;26;3;2
202107;DF;530010;BRASÍLIA;9572481;02;CENTRO DE SAUDE/UNIDADE BASICA;11;0;0
202203;DF;530010;BRASÍLIA;0010758;02;CENTRO DE SAUDE/UNIDADE BASICA;10;0;0
202203;DF;530010;BRASÍLIA;0011185;02;CENTRO DE SAUDE/UNIDADE BASICA;19;1;0
201804;DF;530010;BRASÍLIA;0011185;02;CENTRO DE SAUDE/UNIDADE BASICA;16;6;4
202006;DF;530010;BRASÍLIA;3742822;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202008;DF;530010;BRASÍLIA;2804387;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202012;DF;530010;BRASÍLIA;3742822;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202008;DF;530010;BRASÍLIA;0010863;02;CENTRO DE SAUDE/UNIDADE BASICA;10;0;0
202011;DF;530010;BRASÍLIA;0010650;02;CENTRO DE SAUDE/UNIDADE BASICA;2;4;3
202001;DF;530010;BRASÍLIA;7041594;02;CENTRO DE SAUDE/UNIDADE BASICA;0;5;1
202212;DF;530010;BRASÍLIA;7687079;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202212;DF;530010;BRASÍLIA;7053754;02;CENTRO DE SAUDE/UNIDADE BASICA;9;0;1
202005;DF;530010;BRASÍLIA;0010804;02;CENTRO DE SAUDE/UNIDADE BASICA;13;0;0
202202;DF;530010;BRASÍLIA;0010847;02;CENTRO DE SAUDE/UNIDADE BASICA;10;1;0
202204;DF;530010;BRASÍLIA;0011592;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
202110;DF;530010;BRASÍLIA;0011185;02;CENTRO DE SAUDE/UNIDADE BASICA;11;1;0
202201;DF;530010;BRASÍLIA;9572481;02;CENTRO DE SAUDE/UNIDADE BASICA;13;2;4
202007;DF;530010;BRASÍLIA;3144666;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202006;DF;530010;BRASÍLIA;3144593;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;1
202208;DF;530010;BRASÍLIA;9571280;02;CENTRO DE SAUDE/UNIDADE BASICA;4;2;1
202205;DF;530010;BRASÍLIA;3144550;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202201;DF;530010;BRASÍLIA;9475931;02;CENTRO DE SAUDE/UNIDADE BASICA;14;0;0
201908;DF;530010;BRASÍLIA;7170939;02;CENTRO DE SAUDE/UNIDADE BASICA;16;2;4
202007;DF;530010;BRASÍLIA;5167817;02;CENTRO DE SAUDE/UNIDADE BASICA;11;2;0
202010;DF;530010;BRASÍLIA;0011576;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202208;DF;530010;BRASÍLIA;3212033;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
202111;DF;530010;BRASÍLIA;2672227;02;CENTRO DE SAUDE/UNIDADE BASICA;2;1;1
201802;DF;530010;BRASÍLIA;0010960;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
202003;DF;530010;BRASÍLIA;3286975;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202007;DF;530010;BRASÍLIA;7114397;02;CENTRO DE SAUDE/UNIDADE BASICA;9;1;0
202002;DF;530010;BRASÍLIA;3027635;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201902;DF;530010;BRASÍLIA;3144631;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;0
202204;DF;530010;BRASÍLIA;7236778;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202202;DF;530010;BRASÍLIA;0010707;02;CENTRO DE SAUDE/UNIDADE BASICA;7;2;2
202004;DF;530010;BRASÍLIA;3254887;02;CENTRO DE SAUDE/UNIDADE BASICA;8;2;6
201907;DF;530010;BRASÍLIA;0011363;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202003;DF;530010;BRASÍLIA;0011215;02;CENTRO DE SAUDE/UNIDADE BASICA;11;0;0
201908;DF;530010;BRASÍLIA;0010847;02;CENTRO DE SAUDE/UNIDADE BASICA;21;2;0
201908;DF;530010;BRASÍLIA;2804247;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
201910;DF;530010;BRASÍLIA;9647597;02;CENTRO DE SAUDE/UNIDADE BASICA;11;1;0
201801;DF;530010;BRASÍLIA;7686730;02;CENTRO DE SAUDE/UNIDADE BASICA;4;2;0
202001;DF;530010;BRASÍLIA;2672227;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;0
202005;DF;530010;BRASÍLIA;9647597;02;CENTRO DE SAUDE/UNIDADE BASICA;27;7;3
202001;DF;530010;BRASÍLIA;0010650;02;CENTRO DE SAUDE/UNIDADE BASICA;5;3;2
201812;DF;530010;BRASÍLIA;0010855;02;CENTRO DE SAUDE/UNIDADE BASICA;14;2;3
202006;DF;530010;BRASÍLIA;0010685;02;CENTRO DE SAUDE/UNIDADE BASICA;14;2;1
201908;DF;530010;BRASÍLIA;0011266;02;CENTRO DE SAUDE/UNIDADE BASICA;11;1;3
202112;DF;530010;BRASÍLIA;0010774;02;CENTRO DE SAUDE/UNIDADE BASICA;19;2;1
202112;DF;530010;BRASÍLIA;3144615;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202201;DF;530010;BRASÍLIA;7559194;02;CENTRO DE SAUDE/UNIDADE BASICA;13;0;0
202201;DF;530010;BRASÍLIA;3742822;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202203;DF;530010;BRASÍLIA;9647597;02;CENTRO DE SAUDE/UNIDADE BASICA;7;1;0
202212;DF;530010;BRASÍLIA;3144550;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202201;DF;530010;BRASÍLIA;0011614;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202002;DF;530010;BRASÍLIA;9566961;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202004;DF;530010;BRASÍLIA;2672227;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201903;DF;530010;BRASÍLIA;2360233;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202211;DF;530010;BRASÍLIA;7686730;02;CENTRO DE SAUDE/UNIDADE BASICA;3;2;0
202108;DF;530010;BRASÍLIA;9056963;02;CENTRO DE SAUDE/UNIDADE BASICA;30;1;1
202111;DF;530010;BRASÍLIA;0011657;02;CENTRO DE SAUDE/UNIDADE BASICA;0;0;1
201804;DF;530010;BRASÍLIA;0010634;02;CENTRO DE SAUDE/UNIDADE BASICA;6;2;2
202104;DF;530010;BRASÍLIA;0011681;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201808;DF;530010;BRASÍLIA;9475931;02;CENTRO DE SAUDE/UNIDADE BASICA;9;1;0
201809;DF;530010;BRASÍLIA;9263632;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201901;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;9;0;1
201804;DF;530010;BRASÍLIA;7347715;02;CENTRO DE SAUDE/UNIDADE BASICA;11;1;0
202006;DF;530010;BRASÍLIA;3144550;02;CENTRO DE SAUDE/UNIDADE BASICA;2;1;0
201810;DF;530010;BRASÍLIA;7368895;02;CENTRO DE SAUDE/UNIDADE BASICA;11;0;0
201806;DF;530010;BRASÍLIA;0011495;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201907;DF;530010;BRASÍLIA;9480587;02;CENTRO DE SAUDE/UNIDADE BASICA;12;2;1
202209;DF;530010;BRASÍLIA;3212033;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;1
201810;DF;530010;BRASÍLIA;3633845;02;CENTRO DE SAUDE/UNIDADE BASICA;10;0;0
202012;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201902;DF;530010;BRASÍLIA;0011576;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201806;DF;530010;BRASÍLIA;2360233;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201911;DF;530010;BRASÍLIA;0011592;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201810;DF;530010;BRASÍLIA;3144666;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202106;DF;530010;BRASÍLIA;3742857;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202108;DF;530010;BRASÍLIA;0010871;02;CENTRO DE SAUDE/UNIDADE BASICA;19;0;0
201903;DF;530010;BRASÍLIA;0011622;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201911;DF;530010;BRASÍLIA;7075596;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201909;DF;530010;BRASÍLIA;3212068;02;CENTRO DE SAUDE/UNIDADE BASICA;9;0;0
202003;DF;530010;BRASÍLIA;3781437;02;CENTRO DE SAUDE/UNIDADE BASICA;6;2;2
201911;DF;530010;BRASÍLIA;2617358;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
202001;DF;530010;BRASÍLIA;3144658;02;CENTRO DE SAUDE/UNIDADE BASICA;5;1;1
201905;DF;530010;BRASÍLIA;3410196;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202108;DF;530010;BRASÍLIA;0161616;02;CENTRO DE SAUDE/UNIDADE BASICA;10;1;0
202112;DF;530010;BRASÍLIA;0011584;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202107;DF;530010;BRASÍLIA;9543945;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202106;DF;530010;BRASÍLIA;0010863;02;CENTRO DE SAUDE/UNIDADE BASICA;6;2;0
201801;DF;530010;BRASÍLIA;0010650;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201906;DF;530010;BRASÍLIA;6770681;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;1
201912;DF;530010;BRASÍLIA;6770665;02;CENTRO DE SAUDE/UNIDADE BASICA;1;2;0
202005;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201911;DF;530010;BRASÍLIA;9548203;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201806;DF;530010;BRASÍLIA;7559194;02;CENTRO DE SAUDE/UNIDADE BASICA;8;1;0
201809;DF;530010;BRASÍLIA;2804174;02;CENTRO DE SAUDE/UNIDADE BASICA;3;2;1
202006;DF;530010;BRASÍLIA;3144615;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201804;DF;530010;BRASÍLIA;7368895;02;CENTRO DE SAUDE/UNIDADE BASICA;16;3;0
201802;DF;530010;BRASÍLIA;0010804;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202108;DF;530010;BRASÍLIA;7075596;02;CENTRO DE SAUDE/UNIDADE BASICA;5;1;1
202103;DF;530010;BRASÍLIA;9548203;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202103;DF;530010;BRASÍLIA;2673894;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;0
202202;DF;530010;BRASÍLIA;6770657;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;1
202204;DF;530010;BRASÍLIA;7108923;02;CENTRO DE SAUDE/UNIDADE BASICA;11;1;3
202204;DF;530010;BRASÍLIA;0011576;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;0
201807;DF;530010;BRASÍLIA;5050340;02;CENTRO DE SAUDE/UNIDADE BASICA;4;1;0
202004;DF;530010;BRASÍLIA;7526504;02;CENTRO DE SAUDE/UNIDADE BASICA;5;3;1
202004;DF;530010;BRASÍLIA;7423489;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;2
201811;DF;530010;BRASÍLIA;9572481;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201807;DF;530010;BRASÍLIA;7059957;02;CENTRO DE SAUDE/UNIDADE BASICA;18;1;0
201902;DF;530010;BRASÍLIA;7075596;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
201812;DF;530010;BRASÍLIA;3144569;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201812;DF;530010;BRASÍLIA;3677044;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
201910;DF;530010;BRASÍLIA;3410196;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202110;DF;530010;BRASÍLIA;7686730;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;1
201907;DF;530010;BRASÍLIA;3212025;02;CENTRO DE SAUDE/UNIDADE BASICA;0;0;2
201810;DF;530010;BRASÍLIA;2804107;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201805;DF;530010;BRASÍLIA;3254887;02;CENTRO DE SAUDE/UNIDADE BASICA;4;1;0
201901;DF;530010;BRASÍLIA;0011614;02;CENTRO DE SAUDE/UNIDADE BASICA;1;2;0
202010;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
