"","Sexo","Cor","Idade","Fez curso de magistério","Instituição de magistério","Possui graduação","Tipo de graduação","Instituição de graduação","Tempo de docência na educação privada","Tempo de docência na educação pública","Possui especialização Latu Sensus","Instituição do Latu Sensus","Tipo do Latu Sensus","Possui mestrado","Instituição do mestrado","Tipo do mestrado","Possui doutorado","Instituição do doutorado","Tipo do doutorado","Possui pós-doutorado","Instituição do pós-doutorado","Tipo do pós-doutorado","Possui pós-doutorado em outra área","Tempo de docência no SEEDF","Coordenação regional de ensino","Modalidade de ensino atual","Vínculo institucional no SEEDF","Professor readaptado","Realizou alguns dos cursos das oficinas pedagógicas da SEEDF","Oficina pedagógica em que está realizando o curso","Curso realizado atualmente","Tempo em que participa do curso","Principais razões em fazer o curso","Referências utilizadas","O que representa a ludicidade","Significado de ser professor cursista","Principais razões em fazer o curso.1","Atividades que contribuiram para o trabalho docente"
"45","Feminino","Branca","De 40 a 49 anos","Não","Não cursei","Sim","Pedagogia","Pública","Não atuei","De 11 a 15 anos","Sim","Pública","Psicopedagogia Clínica e Institucional","Não","Não cursei","Não cursei","Não  cursei.","Não","Não cursei","Não cursei.","Não","Não cursei","Não cursei.","De 11 a 15 anos","CRE Guará","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Não","CVLOP Guará","Scrapbook","De 6 a 10 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Piaget, Vygotsky, Wallon, Kishimoto, Luckesi.","É descobrir formas de ensinar de maneira significativa para as crianças.","Prazeroso","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","O debate sobre a relevância da ludicidade para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"46","Feminino","Parda","De 40 a 49 anos","Não","Não cursei","Sim","Educação física ","Pública","Não atuei","De 6 a 10 anos","Sim","Particular","Educação Física Escolar","Sim. Em Educação","Mestrado Profissional","Pública","X","Não","Não cursei","X","Não","Não cursei","X","De 6 a 10 anos","CRE São Sebastião","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Área Específica","Não","Não","CVLOP São Sebastião","A arte de contar histórias ","De 1 a 5 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","Não me lembro ","Deixar o aprender mais atrativo para os estudantes ","Poder aprender novas práticas a fim de aperfeiçoar a própria prática. ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;A oportunidade de confeccionar jogos."
"47","Feminino","Branca","De 25 a 29 anos","Sim","Pública","Sim","Educação Física","Pública","Não atuei","De 6 a 10 anos","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 6 a 10 anos","CRE Plano Piloto","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Área Específica","Não","Não","CVLOP Plano Piloto","A ARTE DE CONTAR HISTÓRIAS - TECENDO MEMÓRIAS","De 1 a 5 anos","Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.;","Johan Huizinga","A Educação Física escolar é eminentemente lúdica. Os ""jogos e brincadeiras"" não são apenas ferramentas de aprendizagem para habilidades, mas parte da cultura corporal de movimento a ser pesquisada, sendo uma das unidades temáticas na BNCC e um dos blocos de conteúdo do Currículo em Movimento.","aprender brincando para ensinar sorrindo.","Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.;","A oportunidade de confeccionar jogos.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"48","Feminino","Preta","De 40 a 49 anos","Sim","Pública","Sim","Pedagogia","Pública","Não atuei","De 21 a 25 anos","Sim","Particular","Educação Especial para Escola Inclusiva","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei ","De 21 a 25 anos","CRE Planaltina","Educação Especial","Professor Efetivo - Atividades","Não","Sim","CVLOP Planaltina","Rodas de Brincar","De 11 a 15 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Os autores que têm como ponto primordial o lúdico.","Uma possibilidade de aprendizagem diferenciada. ","aprender sempre de maneira divertida.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"49","Feminino","Parda","De 40 a 49 anos","Não","Não cursei","Sim","Administração e Gestão Escolar ","Particular","De 1 a 5 anos","Menos de 1 ano","Não","Não cursei","Não","Não","Não cursei","Não cursei","Não","Não","Não cursei","Não","Não","Não cursei","Não","Menos de 1 ano","CRE Planaltina","Educação Básica - Creche","Direção ","Não","Sim","CVLOP Planaltina","Rodas de Brincar ","De 1 a 5 anos","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Piaget , Vygotsky","Ensino planejado e aumento na aprendizagem","tudo de bom!!","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A produção de materiais diversos.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"50","Feminino","Branca","De 30 a 39 anos","Não","Não cursei","Sim","PEDAGOGIA","Pública","De 1 a 5 anos","De 11 a 15 anos","Sim","Particular","Orientação Educacional; Educação Infantil e Alfabetização; Atendimento Educacional Especializado ","Não","Não cursei","Não cursei","Não se aplica.","Não","Não cursei","Não se aplica.","Não","Não cursei","Não se aplica.","De 11 a 15 anos","CRE Guará","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Guará","Recorte aqui cole acolá scrapbook no ensinar","De 6 a 10 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.",".","Motivação e mais criatividade para a minha prática em sala de aula.","Uma oportunidade de refletir e melhorar a minha atuação como professora em sala de aula proporcionando uma aprendizagem mais significativa para os meus alunos.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"51","Feminino","Branca","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia e Letras","Pública","Não atuei","De 6 a 10 anos","Sim","Particular","Alfabetização e Letramento ","Não","Não cursei","Não cursei","Nao cursei.","Não","Não cursei","Nao cursei.","Não","Não cursei","Nao cursei.","De 6 a 10 anos","CRE São Sebastião","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Não","CVLOP São Sebastião","Contacao de história ","De 1 a 5 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","Piaget e Friedmann","Trazer um diferencial para o meu trabalho.","Prazer aliado a prática. ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de confeccionar jogos."
"52","Feminino","Branca","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia","Pública","Não atuei","De 6 a 10 anos","Sim","Particular","Educação inclusiva ","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 1 a 5 anos","CRE Santa Maria","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Não","CVLOP Santa Maria","A arte de contar histórias ","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Vygotsky,  Piaget, Maria Montessori, entre outros.","Um forma de explorar diferentes formas de ensino e aprendizagem de modo a promover o desenvolvimento integral dos alunos, estimulando sua criatividade, imaginação, cooperação, autonomia e resolução de problemas.","Uma oportunidade de aprimorar minha prática docente.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"53","Feminino","Branca","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia","Pública","Não atuei","De 6 a 10 anos","Sim","Particular","Educação Especial, Orientação e supervisão educacional ","Não","Não cursei","Não cursei","Nao cursei","Não","Não cursei","Nao cursei","Não","Não cursei","Nao cursei ","De 6 a 10 anos","CRE São Sebastião","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Sim","CVLOP São Sebastião","Contação de história ","De 1 a 5 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Georgina da Costa Martins, Illan Brenman, Maria Betty Coelho","Uma forma de ensinar despertando o interesse dos estudantes com dinâmica e atividades significativas","Reaprender e compartilhar a arte de educar. É experimentar o novo jeito de dar aula , transformando as aulas em momentos que ficarão na lembrança dos estudantes. É conhecer novos recursos para animar e despertar o interesse dos estudantes ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A produção de materiais diversos.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"54","Feminino","Parda","De 30 a 39 anos","Não","Pública","Sim","Letras espanhol, português e pedagogia ","Pública","De 1 a 5 anos","De 6 a 10 anos","Sim","Particular","Orientação pedagógica ","Não","Não cursei","Não cursei","Não custei, mas tenho interesse em cursar.","Não","Não cursei","Não custei, mas tenho interesse em cursar.","Não","Não cursei","Não custei, mas tenho interesse em cursar.","De 6 a 10 anos","CRE São Sebastião","Educação Básica - Educação Infantil","Professor Contrato Temporário - Atividades","Não","Não","CVLOP São Sebastião","A arte de contar histórias ","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","Identifiquei alguns autores, como a Marli Pires Santos, Natália Bernabeu, Ilan Brenman e o Vigostki, mas não tenho segurança sobre a produção, impactos e pesquisa desses autores sobre a produção do lúdico. Neste sentido, esses foram alguns nomes citados durante o curso e que me recordo, mas houveram outros que também foram citados. ","A ludicidade na minha formação representa potencialidade, visto que é a partir dela que as crianças conseguem fantasiar, criar, se diverte socializar, cooperar, brincar, imaginar,  se reinventar, desenvolver e transformar a sala de aula em um ambiente mais leve. ","Prazeroso, leve, criativo. Eu realmente gosto muito dos cursos e aprendi muito com eles, apesar de ter feito bem poucos. ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","A produção de materiais diversos.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"55","Feminino","Branca","De 40 a 49 anos","Não","Não cursei","Sim","Pedagogia","Particular","Não atuei","De 11 a 15 anos","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Nao cursei","Não","Não cursei","Não  cursei ","De 11 a 15 anos","CRE São Sebastião","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Sim","CVLOP São Sebastião","Arte de contar histórias ","De 1 a 5 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","Não me lembro ","Muito importante pra a rotina de sala de aula.","Muito cansativa mais prazeroso ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A produção de materiais diversos.;O debate sobre a relevância da ludicidade para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;Os recursos produzidos para dinamizarem os conteúdos mais densos das minhas aulas.;O resgate da alegria de aprender e ensinar.;A oportunidade de confeccionar jogos.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"56","Feminino","Preta","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia","Particular","Menos de 1 ano","De 6 a 10 anos","Sim","Particular","Educação Especial e Psicopedagogia ","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 6 a 10 anos","CRE Santa Maria","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Santa Maria","A arte de contar histórias","De 6 a 10 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","...","para que o aprender encontre o caminho mais prazeroso ","estar em constante aprendizado ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;O resgate da alegria de aprender e ensinar."
"57","Feminino","Branca","55 anos ou mais","Sim","Particular","Sim","Pedagogia ","Pública","De 1 a 5 anos","De 21 a 25 anos","Sim","Pública","UnB","Não","Não cursei","Não cursei","Não fiz","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 21 a 25 anos","CRE Plano Piloto","Educação Básica - Educação Infantil","Professor Efetivo - Atividades","Sim","Não","","Contação de história ","De 21 a 25 anos","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","Jonas Ribeiro ","Estratégia de aprendizagem criativa que se permite ao aluno apresentar características e habilidades individuais para a aprendizagem ","Buscar novas estratégias voltadas para dar suporte ao professor ","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","O debate sobre a relevância da ludicidade para a sala de aula.;O resgate da alegria de aprender e ensinar.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"58","Feminino","Parda","De 40 a 49 anos","Sim","Pública","Sim","Pedagogia Administração Escolar e complementação em pedagogia séries iniciais ","Particular","De 11 a 15 anos","De 16 a 20 anos","Estou cursando Especialização Latu Sensu","Particular","Educação Infantil ","Não","Não cursei","Não cursei","Sem resposta ","Não","Não cursei","Sem resposta ","Não","Não cursei","Sem resposta ","De 1 a 5 anos","CRE Núcleo Bandeirante","Educação Básica - Educação Infantil","Professor Efetivo - Atividades","Não","Não","CVLOP Núcleo Bandeirante","Scrapbook na educação ","De 1 a 5 anos","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Sobre Reggio Emillia","Representa trazer momentos de alegria e brincadeiras para os conteúdos ","Felicidade","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"59","Feminino","Parda","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia ","Particular","De 1 a 5 anos","Até 5 anos","Sim","Particular","Psicopedagogia clínica e institucional ","Não","Não cursei","Não cursei","Não ","Não","Não cursei","Não ","Não","Não cursei","Não ","De 1 a 5 anos","CRE Núcleo Bandeirante","Educação Básica - Educação Infantil","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Núcleo Bandeirante","Scrapbook ","Menos de 1 ano","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Paulo freire; Piaget; Dewey.","Grande importância, pois o lúdico contribui para o  desenvolvimento de atividades que estimulam o raciocínio lógico, a criatividade e o crescimento pedagógico de forma mais significativa.","A possibilidade de repensar a minha prática pedagógica, trazendo ideias criativas e lúdicas que são essenciais para a minha prática educacional,","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"60","Feminino","Branca","De 50 a 54 anos","Sim","Pública","Sim","Pedagogia/Orientação Educacional","Particular","Não atuei","De 21 a 25 anos","Sim","Particular","Psicopedagógia, Orientação Educacional, Docência do Ensino Superior e Educação Infantil. ","Não","Não cursei","Não cursei","Nao cursei","Não","Não cursei","Nao cursei","Não","Não cursei","Nao cursei","De 21 a 25 anos","CRE Ceilândia","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Núcleo Bandeirante","Scrapbook Pedagógico ","De 21 a 25 anos","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","O Brincar e suas Teorias(Kishimoto), Ludicidade desafis e perspectivas em educação  Simão de Miranda e outros...","O prazer de ensinar e aprender transformado!","Ser inventivo, criativo, inovador e principalmente multiplicador de boas ideias e sugestões. ","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;Os recursos produzidos para dinamizarem os conteúdos mais densos das minhas aulas.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade."
"61","Feminino","Parda","De 50 a 54 anos","Sim","Pública","Sim","Matemática ","Pública","Não atuei","De 26 a 30 anos","Sim","Pública","Ciências da Natureza, Matemática com Ênfase no Ensino Médio ","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 21 a 25 anos","CRE Ceilândia","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Núcleo Bandeirante","Recorte aqui, cole acolá - scrapbook no ensinar ","De 21 a 25 anos","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","Não me recordo","Aulas mais alegres, criativas, diferenciadas.","Oportunidade de fazer diferente.","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar."
